Pressure,Temperature,Stoichiometry,Current,Voltage
211697.81317220832,355.86833792755675,1.3879526281093435,1.0,0.9886977219845204
211697.81317220832,355.86833792755675,1.3879526281093435,54.22222222222222,0.8715786752206225
211697.81317220832,355.86833792755675,1.3879526281093435,107.44444444444444,0.8337458848020073
211697.81317220832,355.86833792755675,1.3879526281093435,160.66666666666666,0.8036056694904271
211697.81317220832,355.86833792755675,1.3879526281093435,213.88888888888889,0.7762752062895321
211697.81317220832,355.86833792755675,1.3879526281093435,267.1111111111111,0.7483782297154463
211697.81317220832,355.86833792755675,1.3879526281093435,320.3333333333333,0.7205445817531111
211697.81317220832,355.86833792755675,1.3879526281093435,373.55555555555554,0.6918741145082672
211697.81317220832,355.86833792755675,1.3879526281093435,426.77777777777777,0.6633811745550531
211697.81317220832,355.86833792755675,1.3879526281093435,480.0,0.6349342095720529
265641.52052085195,363.9597211717688,1.3540828414920874,1.0,1.0054282362896643
265641.52052085195,363.9597211717688,1.3540828414920874,54.22222222222222,0.8887435618611258
265641.52052085195,363.9597211717688,1.3540828414920874,107.44444444444444,0.8535869025688175
265641.52052085195,363.9597211717688,1.3540828414920874,160.66666666666666,0.8236040594927959
265641.52052085195,363.9597211717688,1.3540828414920874,213.88888888888889,0.7986448385081448
265641.52052085195,363.9597211717688,1.3540828414920874,267.1111111111111,0.7734441238225646
265641.52052085195,363.9597211717688,1.3540828414920874,320.3333333333333,0.7493989420063821
265641.52052085195,363.9597211717688,1.3540828414920874,373.55555555555554,0.7234822436022551
265641.52052085195,363.9597211717688,1.3540828414920874,426.77777777777777,0.6987166956833729
265641.52052085195,363.9597211717688,1.3540828414920874,480.0,0.6735278706095048
195630.95510202125,344.52027685978936,1.535711981534467,1.0,0.9773113253765567
195630.95510202125,344.52027685978936,1.535711981534467,54.22222222222222,0.860135574876505
195630.95510202125,344.52027685978936,1.535711981534467,107.44444444444444,0.8204223868239156
195630.95510202125,344.52027685978936,1.535711981534467,160.66666666666666,0.7907005854459156
195630.95510202125,344.52027685978936,1.535711981534467,213.88888888888889,0.7616067781798571
195630.95510202125,344.52027685978936,1.535711981534467,267.1111111111111,0.7344932649357382
195630.95510202125,344.52027685978936,1.535711981534467,320.3333333333333,0.7063336421826615
195630.95510202125,344.52027685978936,1.535711981534467,373.55555555555554,0.6782822588552608
195630.95510202125,344.52027685978936,1.535711981534467,426.77777777777777,0.6481944218273986
195630.95510202125,344.52027685978936,1.535711981534467,480.0,0.6161572048325689
191677.0681944058,365.3447681809906,1.8811151856242143,1.0,0.9867161401930533
191677.0681944058,365.3447681809906,1.8811151856242143,54.22222222222222,0.8713263345105162
191677.0681944058,365.3447681809906,1.8811151856242143,107.44444444444444,0.8359812222377253
191677.0681944058,365.3447681809906,1.8811151856242143,160.66666666666666,0.8044075835996655
191677.0681944058,365.3447681809906,1.8811151856242143,213.88888888888889,0.7739171518228796
191677.0681944058,365.3447681809906,1.8811151856242143,267.1111111111111,0.7436981125256139
191677.0681944058,365.3447681809906,1.8811151856242143,320.3333333333333,0.7065285268854448
191677.0681944058,365.3447681809906,1.8811151856242143,373.55555555555554,0.6671673032732731
191677.0681944058,365.3447681809906,1.8811151856242143,426.77777777777777,0.6175734653866108
191677.0681944058,365.3447681809906,1.8811151856242143,480.0,0.5543539922399744
262733.42423174146,357.9888343600226,1.4236784957671316,1.0,1.0005325648964212
262733.42423174146,357.9888343600226,1.4236784957671316,54.22222222222222,0.8836493865894737
262733.42423174146,357.9888343600226,1.4236784957671316,107.44444444444444,0.8501650864683946
262733.42423174146,357.9888343600226,1.4236784957671316,160.66666666666666,0.8222811847505139
262733.42423174146,357.9888343600226,1.4236784957671316,213.88888888888889,0.7975369521127796
262733.42423174146,357.9888343600226,1.4236784957671316,267.1111111111111,0.7709980609906072
262733.42423174146,357.9888343600226,1.4236784957671316,320.3333333333333,0.7443959733815148
262733.42423174146,357.9888343600226,1.4236784957671316,373.55555555555554,0.7201146787129112
262733.42423174146,357.9888343600226,1.4236784957671316,426.77777777777777,0.6960196028245078
262733.42423174146,357.9888343600226,1.4236784957671316,480.0,0.6698705574434234
245382.90321032767,343.4197904989496,1.6887948148413523,1.0,0.9898276743750026
245382.90321032767,343.4197904989496,1.6887948148413523,54.22222222222222,0.8721840120951782
245382.90321032767,343.4197904989496,1.6887948148413523,107.44444444444444,0.8395700858477526
245382.90321032767,343.4197904989496,1.6887948148413523,160.66666666666666,0.8082020680099719
245382.90321032767,343.4197904989496,1.6887948148413523,213.88888888888889,0.7821379713396279
245382.90321032767,343.4197904989496,1.6887948148413523,267.1111111111111,0.7554933232217843
245382.90321032767,343.4197904989496,1.6887948148413523,320.3333333333333,0.7316232720288867
245382.90321032767,343.4197904989496,1.6887948148413523,373.55555555555554,0.7062611282853065
245382.90321032767,343.4197904989496,1.6887948148413523,426.77777777777777,0.6809652653546349
245382.90321032767,343.4197904989496,1.6887948148413523,480.0,0.6546751536648264
296487.80088048766,347.52975702178855,1.6065924798340439,1.0,1.0016863518450534
296487.80088048766,347.52975702178855,1.6065924798340439,54.22222222222222,0.8871230681725917
296487.80088048766,347.52975702178855,1.6065924798340439,107.44444444444444,0.8527013508795693
296487.80088048766,347.52975702178855,1.6065924798340439,160.66666666666666,0.8236883632054428
296487.80088048766,347.52975702178855,1.6065924798340439,213.88888888888889,0.7978998679645649
296487.80088048766,347.52975702178855,1.6065924798340439,267.1111111111111,0.7737799732555593
296487.80088048766,347.52975702178855,1.6065924798340439,320.3333333333333,0.7525961830675865
