Pressure,Temperature,Stoichiometry,Current,Voltage
130229.9190699773,364.9317956762558,1.4316374603025954,1.0,0.9529694730453756
130229.9190699773,364.9317956762558,1.4316374603025954,67.55555555555556,0.7870370946964347
130229.9190699773,364.9317956762558,1.4316374603025954,134.11111111111111,0.7261843270987496
130229.9190699773,364.9317956762558,1.4316374603025954,200.66666666666669,0.6578087337531124
130229.9190699773,364.9317956762558,1.4316374603025954,267.22222222222223,0.5735031486340758
130229.9190699773,364.9317956762558,1.4316374603025954,333.77777777777777,0.4378913780286501
130229.9190699773,364.9317956762558,1.4316374603025954,400.33333333333337,0.2084152894710924
130229.9190699773,364.9317956762558,1.4316374603025954,466.8888888888889,0.01589706422540521
130229.9190699773,364.9317956762558,1.4316374603025954,533.4444444444445,-0.004844675198428392
130229.9190699773,364.9317956762558,1.4316374603025954,600.0,-9.395552194552026e-05
131335.30724008256,350.5351726983409,3.45901305786915,1.0,0.9542354585490542
131335.30724008256,350.5351726983409,3.45901305786915,67.55555555555556,0.8337883291166752
131335.30724008256,350.5351726983409,3.45901305786915,134.11111111111111,0.7949229448371239
131335.30724008256,350.5351726983409,3.45901305786915,200.66666666666669,0.7383263622468217
131335.30724008256,350.5351726983409,3.45901305786915,267.22222222222223,0.7086316025953436
131335.30724008256,350.5351726983409,3.45901305786915,333.77777777777777,0.6817760795589154
131335.30724008256,350.5351726983409,3.45901305786915,400.33333333333337,0.675647079006818
131335.30724008256,350.5351726983409,3.45901305786915,466.8888888888889,0.641782803511257
131335.30724008256,350.5351726983409,3.45901305786915,533.4444444444445,0.5947065156665263
131335.30724008256,350.5351726983409,3.45901305786915,600.0,0.5601169672793658
253276.07012657146,327.74710076844883,2.294685003582703,1.0,0.9781328462723459
253276.07012657146,327.74710076844883,2.294685003582703,67.55555555555556,0.8688398149539539
253276.07012657146,327.74710076844883,2.294685003582703,134.11111111111111,0.8124595225630067
253276.07012657146,327.74710076844883,2.294685003582703,200.66666666666669,0.7946785616580715
253276.07012657146,327.74710076844883,2.294685003582703,267.22222222222223,0.7727204455076915
253276.07012657146,327.74710076844883,2.294685003582703,333.77777777777777,0.729480174745974
253276.07012657146,327.74710076844883,2.294685003582703,400.33333333333337,0.7203205118049343
253276.07012657146,327.74710076844883,2.294685003582703,466.8888888888889,0.7067333516174082
253276.07012657146,327.74710076844883,2.294685003582703,533.4444444444445,0.656933573254007
253276.07012657146,327.74710076844883,2.294685003582703,600.0,0.6057588318807293
130229.9190699773,364.9317956762558,1.4316374603025954,1.0,0.9478834519555132
130229.9190699773,364.9317956762558,1.4316374603025954,67.55555555555556,0.8005728252287327
130229.9190699773,364.9317956762558,1.4316374603025954,134.11111111111111,0.7108285739624246
130229.9190699773,364.9317956762558,1.4316374603025954,200.66666666666669,0.6761656384302351
130229.9190699773,364.9317956762558,1.4316374603025954,267.22222222222223,0.5803284004720527
130229.9190699773,364.9317956762558,1.4316374603025954,333.77777777777777,0.45245244507163573
130229.9190699773,364.9317956762558,1.4316374603025954,400.33333333333337,0.23643072638746773
130229.9190699773,364.9317956762558,1.4316374603025954,466.8888888888889,0.0026827530373817196
130229.9190699773,364.9317956762558,1.4316374603025954,533.4444444444445,-0.008799515715791387
130229.9190699773,364.9317956762558,1.4316374603025954,600.0,0.0061091319248231845
131335.30724008256,350.5351726983409,3.45901305786915,1.0,0.9566513508157782
131335.30724008256,350.5351726983409,3.45901305786915,67.55555555555556,0.8304494389733548
131335.30724008256,350.5351726983409,3.45901305786915,134.11111111111111,0.7825111192487633
131335.30724008256,350.5351726983409,3.45901305786915,200.66666666666669,0.7440249119985411
131335.30724008256,350.5351726983409,3.45901305786915,267.22222222222223,0.7266465316762348
131335.30724008256,350.5351726983409,3.45901305786915,333.77777777777777,0.6993440156654458
131335.30724008256,350.5351726983409,3.45901305786915,400.33333333333337,0.6659636563528455
131335.30724008256,350.5351726983409,3.45901305786915,466.8888888888889,0.6137092344895579
131335.30724008256,350.5351726983409,3.45901305786915,533.4444444444445,0.5890159795131182
131335.30724008256,350.5351726983409,3.45901305786915,600.0,0.5420536588648902
253276.07012657146,327.74710076844883,2.294685003582703,1.0,0.963695989038143
253276.07012657146,327.74710076844883,2.294685003582703,67.55555555555556,0.8694888543266903
253276.07012657146,327.74710076844883,2.294685003582703,134.11111111111111,0.8173926862566857
253276.07012657146,327.74710076844883,2.294685003582703,200.66666666666669,0.8041781464294362
253276.07012657146,327.74710076844883,2.294685003582703,267.22222222222223,0.751477449458443
253276.07012657146,327.74710076844883,2.294685003582703,333.77777777777777,0.7256418047884192
253276.07012657146,327.74710076844883,2.294685003582703,400.33333333333337,0.7089592170967881
253276.07012657146,327.74710076844883,2.294685003582703,466.8888888888889,0.6987796138042283
253276.07012657146,327.74710076844883,2.294685003582703,533.4444444444445,0.6423779411214823
253276.07012657146,327.74710076844883,2.294685003582703,600.0,0.6206870013274789
130229.9190699773,364.9317956762558,1.4316374603025954,1.0,0.9406514762917012
130229.9190699773,364.9317956762558,1.4316374603025954,67.55555555555556,0.8132200951028818
130229.9190699773,364.9317956762558,1.4316374603025954,134.11111111111111,0.7110812551751111
130229.9190699773,364.9317956762558,1.4316374603025954,200.66666666666669,0.6630115078979161
130229.9190699773,364.9317956762558,1.4316374603025954,267.22222222222223,0.5884898856778801
130229.9190699773,364.9317956762558,1.4316374603025954,333.77777777777777,0.4600575278307084
130229.9190699773,364.9317956762558,1.4316374603025954,400.33333333333337,0.22396627162974067
130229.9190699773,364.9317956762558,1.4316374603025954,466.8888888888889,-0.010594782502698493
