E_A;j_0_ref;r_el;D_CL_ref;D_GDL_ref;f_CL
0.0019335728364625786;0.038740330608171676;0.7530773886143978;1.57555386623969;0.9748877222630881;4.413199017469551
0.057047748711626343;0.023200860976461124;0.30831898035387956;0.6332176667824032;0.30655843263602495;2.191936194955596
0.021049200154085023;0.016372448653881922;0.1402634853462076;0.2510442269618213;0.12144466408730566;0.9939409800492082
0.015086574935140486;0.013646053562308788;0.08573219493715045;0.17072874319704748;0.08283632768265418;0.6372527741161997
0.012757674057733141;0.012033443712996125;0.0605272837924812;0.1091474795317687;0.05982338198698033;0.4289347860122975
0.01130244536796966;0.010868464267345192;0.0523808623414332;0.09177948759372515;0.050434946708690385;0.36905952010600374
0.010391241597741128;0.009988667770739675;0.04565211580270119;0.08614143806937906;0.04652415777253045;0.33075936462335165
0.009535297111072864;0.009346936277593313;0.040163385116667116;0.07534575935098393;0.04114170786065003;0.29092139154342783
0.008988465308455425;0.008788870595267484;0.036451727728864985;0.06931935813021103;0.03893963655704893;0.26534307972380317
0.008146472279330755;0.008237078137578352;0.03413943151901985;0.062052350187628474;0.03320019556099901;0.24442981080797604
0.007995978219963163;0.00788017854185027;0.031941111002924245;0.060253932856762685;0.03250591879304821;0.23321321373748521
0.007444762463666632;0.00750922938574924;0.03038808270515635;0.056300976659146615;0.02980947288998074;0.21946340914678575
0.007191361459164443;0.007206220163714971;0.029138895841223374;0.052852792012044014;0.028113360689945407;0.2093948525295718
0.00695019184909751;0.0069488109145266685;0.02718731855927643;0.05172807873482454;0.027526173910597338;0.19854013668223808
0.0066778325529398;0.006685155071194477;0.02591708041416461;0.047895287431927766;0.025553661941128313;0.18733119131067508
0.006437743745270528;0.0064819374813225835;0.02489522668472996;0.04699342265619496;0.025271141323950558;0.18103614079986
0.006306185063892876;0.006277796331199785;0.02413784975500098;0.04588033120882227;0.0243538014353526;0.17612378152884872
0.006007344961841354;0.0060940216996715375;0.023173849757273025;0.043362420390548245;0.022972876343838336;0.16854032277453126
0.005855023997783331;0.005949988600619538;0.02273050024705744;0.04206748742117467;0.022763144874956044;0.16424260346886743
0.0057478718278566624;0.005772767195867276;0.022208413042811296;0.041024511944931036;0.021332633290437764;0.16071087346662113
0.0055567861440413615;0.00561914900139815;0.02077104584873797;0.03862217296926539;0.020380315477349385;0.15119543011278494
0.005446847636627189;0.00550472275716453;0.020817400657206084;0.03911872193608413;0.020505774056596947;0.15165263550958813
0.005277578307720512;0.005353632361627709;0.019752668921515833;0.03610192930153885;0.018972871005463555;0.14207301951662274
0.005174909697310688;0.00524510717100802;0.019462482126019927;0.036089225328283826;0.018785457471030557;0.1409372053661181
0.005034912247320209;0.005134238509822639;0.018755121343287665;0.034288700381939374;0.01796637397815971;0.13498523591347228
0.004928837894205281;0.005009231475213611;0.01892324573430729;0.033552229121679995;0.016797144528244812;0.13541749005543305
0.004885638444972787;0.004926653491053399;0.017883096733280566;0.032513543016450076;0.016744533196577874;0.1287942773091699
0.004787569418617988;0.004847163577964076;0.0177703826547918;0.03292605285658008;0.016833737525916947;0.1289231394402314
0.004626656551321378;0.004752126752310462;0.01704249001098565;0.03115952297377177;0.016127501097062718;0.12245041659276698
0.004622201401820485;0.004671463799506247;0.016662927727256218;0.029936146738354145;0.015683705433891106;0.11951780233480419
0.004520330835892744;0.004609979005890052;0.016815040197177666;0.030953588473991715;0.01634164763808378;0.12087393890087551
0.004409989094191068;0.004506203581606454;0.015988600832752966;0.029319191513423274;0.014727870581323542;0.11540418831234897
