det
35403.282276525206
1.0121120617574292e+22
9.297115962952377e+23
3.81859831146073e+24
1.6051408297356822e+25
4.020800292996785e+25
1.1195142526031352e+26
1.8015075467520768e+26
6.696619874917703e+26
1.426061997267173e+27
2.451790154718327e+27
3.981563542872572e+27
4.2557400076297095e+27
9.754077940381045e+27
1.685936893078317e+28
2.2024741694166875e+28
2.754845669722662e+28
5.599371392157526e+28
1.1331809976245689e+29
6.0327971848105075e+28
6.028378157023378e+28
1.1630077901859211e+29
1.7881798556408217e+29
1.7372401047334746e+29
2.0252304905926467e+29
2.7380707399967486e+29
7.186749853045339e+29
4.6008951592527186e+29
6.551868889639211e+29
7.49909989384607e+29
8.5219227598748e+29
1.0946138823148928e+30
1.0441304505451896e+30
1.5533692774875692e+30
1.7342493697657025e+30
2.4281425178574404e+30
3.003291811631629e+30
1.594990728152816e+30
2.9198604168639877e+30
3.8060694995786857e+30
5.128222843216522e+30
3.8762438751345177e+30
5.448968273076262e+30
5.966605942654571e+30
4.826619470671349e+30
7.264841355765498e+30
1.0725933262560636e+31
9.247325303024151e+30
1.057679606087466e+31
1.3755087196372485e+31
1.5470291102226978e+31
2.0982850772591155e+31
1.650218949056521e+31
1.8375960280863236e+31
1.8593540390082395e+31
2.7914592500014965e+31
2.550655081995031e+31
3.075293383074391e+31
2.816973273426806e+31
3.112857889607066e+31
3.408680367441267e+31
5.708873639751421e+31
4.129358841258522e+31
4.8404125883241775e+31
5.920022066401123e+31
8.079388630696805e+31
6.830298917509461e+31
8.646080862762742e+31
7.975411112065559e+31
6.498049349918049e+31
8.550106215233597e+31
1.206697693680112e+32
1.1090167189499856e+32
9.254899113587543e+31
1.2892049616866058e+32
1.3650616255518776e+32
1.786433395089558e+32
1.5680439915573493e+32
1.9458262508135284e+32
1.6096579101234808e+32
1.4238986157336923e+32
2.2206047805895807e+32
