E_A;j_0_ref;r_el;D_CL_ref;D_GDL_ref;f_CL
8.736900677823365e-07;3.059466564556278e-08;9.49067774570157e-06;2.6891443940486508e-05;6.869132667603301e-05;0.000404731095926052
7.668320976277268e-07;2.749331857037785e-08;8.940134240686203e-06;2.5922570973240622e-05;6.317705600476546e-05;0.00039125241950105187
8.233044150145193e-07;2.9455540844306604e-08;7.8204285355427e-06;2.0760040523914466e-05;6.791662553870442e-05;0.0003087281766450357
6.995568200773581e-07;2.4068518298786452e-08;8.222573637133188e-06;2.381996959888318e-05;6.04477545634067e-05;0.0003521062631237178
7.014698480880038e-07;2.2811763427919185e-08;8.657115466712621e-06;2.3454786260417298e-05;5.829839203805333e-05;0.00035856356259739055
7.031035691225898e-07;2.2062187907750138e-08;7.4823393091210746e-06;1.963199618722148e-05;5.111624380305607e-05;0.00029592161047068744
6.278294736703184e-07;2.3675699507431452e-08;7.1577653818085e-06;2.0566477427327533e-05;5.6357654927736375e-05;0.00029602664985788605
6.346203752458178e-07;2.1712004344781748e-08;7.667616502767446e-06;2.1917857742498465e-05;5.473134344903502e-05;0.0003227711727301241
6.205103078790523e-07;1.9056571177838735e-08;7.885860663584351e-06;2.038929383713229e-05;4.900784486946152e-05;0.00031754721500903467
6.417282048667524e-07;2.4881828731406404e-08;6.761697641609709e-06;2.036873426988631e-05;6.0743356594332145e-05;0.00028508074139662454
5.168545946354059e-07;1.923093591978486e-08;7.345836206186454e-06;1.8955619498200267e-05;4.618084840044602e-05;0.0003042101245541214
5.13408140295733e-07;2.1855400136732096e-08;6.82771050942817e-06;1.8407878847022942e-05;5.383465205160444e-05;0.00028402583128160294
5.093537393151071e-07;1.759879197963059e-08;7.1190708952038335e-06;2.144443128382898e-05;4.85985686532735e-05;0.00031272782332657164
4.794858575959755e-07;1.73359833090872e-08;6.456702348620566e-06;1.5132772483445085e-05;4.1813039769261114e-05;0.0002591363358729269
4.974633089336031e-07;1.6056612610657847e-08;5.858618840283603e-06;1.476675663974959e-05;3.942472757321856e-05;0.00024199806052758928
5.13523417668604e-07;1.6532641578171416e-08;6.04363851051433e-06;1.646622867426938e-05;4.116810910430932e-05;0.00024635921469042893
5.026788535093506e-07;1.5864805746403833e-08;6.087960749918271e-06;1.4932671055275094e-05;3.867734223660874e-05;0.0002495639336133248
4.798390591466758e-07;1.678692065637595e-08;5.588235874336259e-06;1.5304979646660896e-05;4.2970416072229e-05;0.00022887066611859179
4.803424253793206e-07;1.4796708118254369e-08;4.8199426532221766e-06;1.1673468345252827e-05;3.650327625123503e-05;0.00018908836462728503
4.6344221422351454e-07;1.3668986563679812e-08;4.935813725674946e-06;1.259877185190449e-05;3.2162881407968274e-05;0.00020498551739720622
4.530947527393689e-07;1.7022027616540572e-08;5.3033143725987224e-06;1.5273538896115965e-05;4.156942300799772e-05;0.0002322005245757048
4.2490856920367115e-07;1.4613769245766638e-08;5.021041462821606e-06;1.4363822906336648e-05;3.813836011320084e-05;0.00021522502249693694
3.5905163625885907e-07;1.3633441952415508e-08;5.218807570187859e-06;1.3008036879033872e-05;3.418459432842552e-05;0.00021111170916969526
3.693006768500613e-07;1.2630840461954254e-08;4.570677664880116e-06;1.1510962848535492e-05;2.963491650252073e-05;0.00018593745691401114
3.690966879170848e-07;1.2979072418807905e-08;4.390764097153805e-06;1.1709002549771455e-05;3.285041649175586e-05;0.00018185550361077363
3.9800792847212166e-07;1.2817317338869753e-08;4.776522432460302e-06;1.2954630483876292e-05;3.206997418191614e-05;0.0002015427198963512
3.282899096100075e-07;1.3484834635341574e-08;4.409114179677728e-06;1.2349159925381316e-05;3.382311974559141e-05;0.00018522599820280163
4.2192623129798366e-07;1.2912558975892549e-08;4.556165570449037e-06;1.1730179068054197e-05;2.9648199337666993e-05;0.00018725830651288808
3.670110628714178e-07;1.2263896302881998e-08;4.506175331348856e-06;1.110190926085926e-05;3.075646369135648e-05;0.00017860460082034775
3.5575814710586245e-07;1.157487029127526e-08;3.9048917900710345e-06;9.883521862577208e-06;2.820305654124296e-05;0.00015602488158328437
3.1389305783135594e-07;1.0924941236117724e-08;4.2554940483045e-06;1.0341911409778899e-05;2.7498964743278235e-05;0.00017859095557687128
3.0984055876234303e-07;1.149886117552637e-08;3.916226013081672e-06;1.1154909724242505e-05;2.887043408794225e-05;0.0001708088989862685
3.114044266530441e-07;9.543737366994162e-09;3.7194833796970963e-06;9.226693304471863e-06;2.2801544298705148e-05;0.0001515852708061541
3.020547937053169e-07;1.1049810040791145e-08;3.9399939514731485e-06;1.0746205493079704e-05;2.698077721099741e-05;0.000166886953082561
3.212599496081181e-07;1.0116579570523848e-08;3.959296847679438e-06;9.639365747313395e-06;2.4763598896950726e-05;0.0001658441178024792
2.9225180468111774e-07;1.1362411165210666e-08;3.9414261519820066e-06;1.0020558213393273e-05;2.8693433706854516e-05;0.0001627929806091734
2.9725225698358384e-07;9.953016349809379e-09;3.8996451902331345e-06;8.993618453616042e-06;2.3859255808188125e-05;0.00015748773639057665
3.270809302463866e-07;1.0119827170350623e-08;3.8042079737666944e-06;1.0279160755824912e-05;2.624701687981606e-05;0.00016207798003427083
2.8191307714065194e-07;9.432070147506517e-09;3.556911165351996e-06;9.049237195225318e-06;2.5203280163741967e-05;0.00014602074410131454
3.1562438725290116e-07;1.0350732411124302e-08;3.5346971999175335e-06;9.11087005400903e-06;2.63599789023963e-05;0.00014532509148785307
3.00551046545706e-07;8.626667133610462e-09;3.818427033745557e-06;8.939113925374871e-06;2.1741576562895775e-05;0.00015918734792277802
2.7551787142799513e-07;1.083330388549286e-08;3.578532612397508e-06;1.0135276489396738e-05;2.8099471595737562e-05;0.000154897568066679
2.802558902966181e-07;8.852197938168013e-09;3.4046024317928516e-06;9.371947386469453e-06;2.311786846517405e-05;0.00014314145110157924
2.501642943058449e-07;8.740199634983091e-09;3.276535521028218e-06;8.225743657681848e-06;2.1105306428829382e-05;0.00013936319344441548
2.5595682096649956e-07;9.495221139191244e-09;2.9585134348774304e-06;7.412473765293017e-06;2.285442477776586e-05;0.00011839450584714312
