7.080018973807659100e-01,2.068239774877329018e-01,4.117283364998385875e-01,3.543306849224824306e-01,8.586435863213262021e-01,2.777251831684531824e-01
7.130818747588298923e-01,2.049501359816061630e-01,4.377887760809224815e-01,3.095471812007886125e-01,8.616983211782524021e-01,5.028568181442253371e-01
7.043453380516651041e-01,2.036468063509234705e-01,4.351566407165617933e-01,2.992296758864140260e-01,8.786876545752047019e-01,5.090161477864535433e-01
7.172640893965762654e-01,2.072810190849992962e-01,4.479125278790918041e-01,3.118847985435660997e-01,8.856838649234197725e-01,5.195457026277111590e-01
7.120664521506947509e-01,2.057591605177762073e-01,4.204573215025848576e-01,3.236514402277395064e-01,8.795841110122406548e-01,3.495124955382483134e-01
7.086152239035127254e-01,2.048692973522742156e-01,4.258487059351749315e-01,3.223587549300656052e-01,8.557413521740614426e-01,3.941065644369997067e-01
7.085551220028047936e-01,2.107871430953178749e-01,4.183229490939180395e-01,3.191975712836460088e-01,9.052299173353210993e-01,3.301153345488667123e-01
7.184049605510731684e-01,2.039734395907801812e-01,4.220593725538681062e-01,3.381883765321891389e-01,8.359729809577609583e-01,3.623555407225894642e-01
7.162058328865098522e-01,2.021049376814120779e-01,4.253943405521826704e-01,3.386204935686563111e-01,8.260620704833488981e-01,3.836712862832671878e-01
7.113372336526986306e-01,2.066719842773768190e-01,4.264988279013632866e-01,3.156966228625812665e-01,8.956907319193077033e-01,3.875074070490889810e-01
7.056982148324811854e-01,2.097120434751535423e-01,4.204737102687877703e-01,3.065793204338725930e-01,9.080486252711884587e-01,3.598527741559819360e-01
7.169016286937287541e-01,2.060779252279546503e-01,4.174351450334887748e-01,3.208269699304580058e-01,8.835199670447553277e-01,3.415508320346438698e-01
7.208019409648994680e-01,2.068453406029626129e-01,4.400218036720400794e-01,3.370428013675103029e-01,8.353732670965640095e-01,4.267391065526853211e-01
7.155257734590173557e-01,2.064849692585870589e-01,3.974372025533400854e-01,3.563734924567498741e-01,8.285149139808765106e-01,2.556942656887222776e-01
7.042591433667981793e-01,2.052712336359362455e-01,4.182883441684038806e-01,3.005545253054933141e-01,9.261257060115533069e-01,3.788058092427276091e-01
7.201841611950061672e-01,2.047187673013591835e-01,4.530317292170993881e-01,2.916304832405262060e-01,8.907646946610874306e-01,6.912524291468018500e-01
7.071569037846794359e-01,2.048479449681951392e-01,4.046247148413008032e-01,3.357635614285087167e-01,8.319644575149373056e-01,3.010406545339465723e-01
7.187323483269250080e-01,2.053866193944391960e-01,4.413475207992176852e-01,3.011043819454837234e-01,8.972721493051288855e-01,5.244656587850659024e-01
